AllTrace,,,
EMI:FSCAN,,,
A.30.11,N9038B,,
581148636.1,32.11503574,32.11503574,32.09151431
581208634.9,31.90838596,31.90838596,32.95232364
581268633.6,31.26535007,31.26535007,32.30928775
581328632.4,31.28865024,31.28865024,32.41097995
581388631.2,30.96049472,30.96049472,33.15158817
581448629.9,29.77655002,29.77655002,31.66712924
581508628.7,30.74056979,30.74056979,30.98881503
581568627.5,31.10750552,31.10750552,31.09443637
581628626.2,31.98399326,31.98399326,30.56899234
581688625,31.71462222,31.71462222,31.63492557
581748623.7,32.40165683,32.40165683,31.56154605
581808622.5,31.41369602,31.41369602,32.55039188
581868621.3,32.33460208,32.33460208,32.71481296
581928620,31.53739139,31.53739139,32.98767062
581988618.8,31.49144717,31.49144717,31.6586835
582048617.6,31.98511478,31.98511478,30.46559116
582108616.3,31.80721256,31.80721256,31.50278445
582168615.1,31.43332645,31.43332645,30.94859287
582228613.8,31.43050357,31.43050357,31.04898807
582288612.6,30.86585971,30.86585971,31.95813724
582348611.4,32.21139499,32.21139499,31.33731052
582408610.1,32.10143253,32.10143253,32.06092807
582468608.9,31.67266818,31.67266818,31.68312045
582528607.7,31.63979312,31.63979312,31.83055087
582588606.4,30.77203342,30.77203342,31.30641147
582648605.2,31.62107822,31.62107822,31.07102176
582708603.9,30.78336307,30.78336307,30.90225955
582768602.7,30.96998569,30.96998569,30.17952701
582828601.5,32.21361514,32.21361514,31.04294559
582888600.2,32.21732303,32.21732303,31.0362012
582948599,31.05820438,31.05820438,32.13741275
583008597.8,30.552345,30.552345,30.86853
583068596.5,31.53858157,31.53858157,32.44402286
583128595.3,31.15032932,31.15032932,32.98342105
583188594,31.55253574,31.55253574,31.73937198
583248592.8,30.91472598,30.91472598,31.74307987
583308591.6,31.67754337,31.67754337,31.15230533
583368590.3,31.34415408,31.34415408,33.56006595
583428589.1,30.41498538,30.41498538,31.83650943
583488587.9,30.17044803,30.17044803,31.04191562
583548586.6,30.18460819,30.18460819,32.17317935
583608585.4,30.77887698,30.77887698,30.7096326
583668584.2,31.63446018,31.63446018,31.26731845
583728582.9,31.2670972,31.2670972,32.61285373
583788581.7,32.94842502,32.94842502,32.61003085
583848580.4,33.18992587,33.18992587,31.70960208
583908579.2,31.40496036,31.40496036,31.20767185
583968578,30.94615146,30.94615146,31.26495334
584028576.7,30.93939945,30.93939945,30.93809482
584088575.5,31.36643192,31.36643192,31.96483585
584148574.3,31.23948642,31.23948642,31.785629
584208573,32.89337131,32.89337131,31.2549512
584268571.8,29.94818851,29.94818851,32.36531802
584328570.5,31.90780612,31.90780612,31.20749637
584388569.3,31.82135745,31.82135745,32.05654117
584448568.1,30.69750949,30.69750949,32.51884433
584508566.8,31.26434299,31.26434299,31.29831668
584568565.6,31.9775159,31.9775159,33.05934116
584628564.4,32.39017459,32.39017459,31.31618472
584688563.1,31.51718112,31.51718112,31.91960117
584748561.9,31.07796451,31.07796451,31.43334934
584808560.6,31.21363803,31.21363803,31.14830753
584868559.4,31.08799716,31.08799716,31.42116519
584928558.2,31.22366306,31.22366306,32.12257358
584988556.9,31.22214481,31.22214481,31.82447025
585048555.7,30.74504825,30.74504825,31.33821841
585108554.5,32.75038883,32.75038883,30.66120883
585168553.2,32.56726047,32.56726047,31.2776868
585228552,30.22831699,30.22831699,31.87196323
585288550.8,31.5895383,31.5895383,31.28118869
585348549.5,31.59847232,31.59847232,32.99909946
585408548.3,30.92015048,30.92015048,32.22278568
585468547,30.7905881,30.7905881,32.22387668
585528545.8,32.03552219,32.03552219,31.05038425
585588544.6,30.35639163,30.35639163,31.90204593
585648543.3,31.18192264,31.18192264,32.36958286
585708542.1,32.51178714,32.51178714,32.10283633
585768540.9,31.87135288,31.87135288,31.71064731
585828539.6,31.01666232,31.01666232,31.72742435
585888538.4,31.05041477,31.05041477,31.02167484
585948537.1,31.31674167,31.31674167,31.45523807
586008535.9,30.57310458,30.57310458,32.19584628
586068534.7,30.51671573,30.51671573,32.78358432
586128533.4,31.69500705,31.69500705,31.93540927
586188532.2,31.19438144,31.19438144,31.98615237
586248531,32.46936771,32.46936771,32.33218356
586308529.7,30.73405429,30.73405429,31.0267255
586368528.5,31.26169559,31.26169559,33.17448398
586428527.2,31.46137973,31.46137973,33.09456607
586488526,31.472923,31.472923,32.55866977
586548524.8,31.18657657,31.18657657,31.05722781
586608523.5,31.02827426,31.02827426,31.37451144
586668522.3,31.89038821,31.89038821,31.6160123
586728521.1,31.77259036,31.77259036,31.22383853
586788519.8,30.95316287,30.95316287,31.23668643
586848518.6,33.36615726,33.36615726,32.10533115
586908517.4,33.92776462,33.92776462,32.07115146
586968516.1,31.61495181,31.61495181,31.34580203
587028514.9,31.69705173,31.69705173,31.04900333
587088513.6,31.17422458,31.17422458,31.93071719
587148512.4,31.66134616,31.66134616,31.60778018
587208511.2,33.17543002,33.17543002,31.16856357
587268509.9,31.28202792,31.28202792,31.77198764
587328508.7,31.09628268,31.09628268,30.70040103
587388507.5,30.76290103,30.76290103,30.54209873
587448506.2,31.46561404,31.46561404,30.97695895
587508505,31.23413821,31.23413821,31.62480136
587568503.7,31.68337985,31.68337985,31.50176975
587628502.5,31.74980899,31.74980899,30.78295871
587688501.3,32.48518344,32.48518344,32.81966373
587748500,30.91319248,30.91319248,32.79463168
587808498.8,31.53358432,31.53358432,31.65117618
587868497.6,30.30913516,30.30913516,31.94624301
587928496.3,32.63197299,32.63197299,30.92038699
587988495.1,32.43708774,32.43708774,30.8156583
588048493.8,33.35668918,33.35668918,31.18911716
588108492.6,31.83434268,31.83434268,30.89101383
588168491.4,31.7047803,31.7047803,31.09331485
588228490.1,30.95852634,30.95852634,31.76597568
588288488.9,30.13518497,30.13518497,31.5593259
588348487.7,31.12534305,31.12534305,30.49035617
588408486.4,31.30020877,31.30020877,30.58160373
588468485.2,31.86965152,31.86965152,31.12360355
588528483.9,31.13384982,31.13384982,31.99486514
588588482.7,30.7129285,30.7129285,31.90058872
588648481.5,30.43964359,30.43964359,31.1020734
588708480.2,31.14236423,31.14236423,31.26648685
588768479,31.36818668,31.36818668,30.95661899
588828477.8,31.23078128,31.23078128,31.26474735
588888476.5,32.27580997,32.27580997,33.84759494
588948475.3,32.24163028,32.24163028,33.77421542
589008474.1,31.66653415,31.66653415,30.95838138
589068472.8,31.16069003,31.16069003,30.66812106
589128471.6,31.34600803,31.34600803,30.93575259
589188470.3,31.29352542,31.29352542,31.59795352
589248469.1,32.08901187,32.08901187,31.71402713
589308467.9,32.14366885,32.14366885,31.49823734
589368466.6,31.06424686,31.06424686,30.78464481
589428465.4,31.15157291,31.15157291,31.26393863
589488464.2,32.02674838,32.02674838,31.83991214
589548462.9,32.10623904,32.10623904,32.67197391
589608461.7,31.2332532,31.2332532,31.14962741
589668460.4,31.67987796,31.67987796,30.2661893
589728459.2,30.63050815,30.63050815,31.49152347
589788458,31.52658817,31.52658817,31.88197299
589848456.7,31.31340762,31.31340762,31.05731937
589908455.5,30.83630344,30.83630344,29.88251468
589968454.3,31.77288791,31.77288791,31.92445346
590028453,31.3833234,31.3833234,32.00655338
590088451.8,30.6854169,30.6854169,30.64230319
590148450.5,31.51355716,31.51355716,31.938194
590208449.3,31.46238681,31.46238681,31.42841312
590268448.1,32.3297269,32.3297269,31.2152402
590328446.8,32.66138431,32.66138431,31.68408176
590388445.6,32.44428226,32.44428226,31.52316257
590448444.4,32.96277591,32.96277591,30.93108341
590508443.1,32.119827,32.119827,31.03930637
590568441.9,31.02733585,31.02733585,31.28603336
590628440.7,31.15778323,31.15778323,32.46564456
590688439.4,31.07134219,31.07134219,32.13226291
590748438.2,31.34158298,31.34158298,31.75968143
590808436.9,31.38579532,31.38579532,31.28649875
590868435.7,31.83764621,31.83764621,31.43392154
590928434.5,30.58575412,30.58575412,31.03913089
590988433.2,30.38694736,30.38694736,31.72747775
591048432,31.11579868,31.11579868,32.03952762
591108430.8,30.8203046,30.8203046,31.83288547
591168429.5,32.19328281,32.19328281,30.84622165
591228428.3,32.04934665,32.04934665,31.02369663
591288427,31.45203372,31.45203372,31.64801761
591348425.8,31.83725711,31.83725711,32.11817142
591408424.6,31.47382327,31.47382327,32.13102695
591468423.3,30.97450992,30.97450992,31.90347263
591528422.1,30.90243503,30.90243503,31.97772952
591588420.9,30.25286838,30.25286838,31.17267581
591648419.6,31.55398532,31.55398532,31.40764591
591708418.4,31.4152753,31.4152753,31.43487521
591768417.1,30.46128055,30.46128055,30.98520633
591828415.9,32.4365842,32.4365842,31.38219425
591888414.7,30.79271671,30.79271671,31.29573795
591948413.4,31.41311618,31.41311618,31.20276614
592008412.2,31.95643588,31.95643588,31.03401157
592068411,30.75157901,30.75157901,31.03249332
592128409.7,31.67118808,31.67118808,31.45037814
592188408.5,31.9963071,31.9963071,31.01769992
592248407.2,29.97223636,29.97223636,31.20561954
592308406,32.84513828,32.84513828,30.88269016
592368404.8,32.86190768,32.86190768,30.18478366
592428403.5,32.40440341,32.40440341,32.17053195
592488402.3,33.26260349,33.26260349,32.81575748
592548401.1,33.3068082,33.3068082,30.79299899
592608399.8,31.50355502,31.50355502,31.03057834
592668398.6,31.44977542,31.44977542,31.02383395
592728397.4,30.12079593,30.12079593,31.38292667
592788396.1,31.29517337,31.29517337,31.80081149
592848394.9,31.38773319,31.38773319,31.54321262
592908393.6,30.80217716,30.80217716,30.97856113
592968392.4,31.09071323,31.09071323,31.80278751
593028391.2,31.2629697,31.2629697,31.84438297
593088389.9,30.9321973,30.9321973,30.9204404
593148388.7,31.02475711,31.02475711,30.34273502
593208387.5,31.09770938,31.09770938,30.92785617
593268386.2,31.49729892,31.49729892,30.30049106
593328385,31.22270938,31.22270938,31.17829105
593388383.7,30.36540195,30.36540195,31.17285129
593448382.5,30.75062534,30.75062534,31.23274204
593508381.3,29.97824069,29.97824069,31.47424289
593568380,30.97492191,30.97492191,31.01803561
593628378.8,31.31571933,31.31571933,30.20515414
593688377.6,33.5588605,33.5588605,30.61911746
593748376.3,30.19166538,30.19166538,30.74564334
593808375.1,30.31296512,30.31296512,32.31721469
593868373.8,32.44766208,32.44766208,32.60706302
593928372.6,30.53464481,30.53464481,31.25455447
593988371.4,30.7813718,30.7813718,31.36801883
594048370.1,31.32730075,31.32730075,30.61653873
594108368.9,31.32839938,31.32839938,32.3004758
594168367.7,32.48448917,32.48448917,32.1970441
594228366.4,32.4085004,32.4085004,31.13591739
594288365.2,31.3303754,31.3303754,31.19580051
594348364,30.87287112,30.87287112,31.77700015
594408362.7,30.96019717,30.96019717,31.18361636
594468361.5,30.96520969,30.96520969,30.09635135
594528360.2,31.40400668,31.40400668,31.71496555
594588359,31.5252988,31.5252988,30.44086429
594648357.8,31.08738681,31.08738681,30.69673129
594708356.5,30.49792453,30.49792453,30.81410953
594768355.3,30.19981357,30.19981357,30.32002231
594828354.1,30.68695041,30.68695041,32.11893436
594888352.8,31.61439487,31.61439487,31.77640506
594948351.6,29.88952609,29.88952609,31.83106204
595008350.3,31.4676282,31.4676282,31.75245639
595068349.1,30.9552457,30.9552457,31.74832889
595128347.9,31.65666171,31.65666171,30.19462558
595188346.6,32.62199374,32.62199374,30.9626691
595248345.4,32.13704654,32.13704654,31.79473087
595308344.2,32.494827,32.494827,32.31190463
595368342.9,33.32427951,33.32427951,30.87841007
595428341.7,32.20696231,32.20696231,30.50713321
595488340.4,31.44372531,31.44372531,30.67678043
595548339.2,31.37165042,31.37165042,30.63083621
595608338,31.03565952,31.03565952,32.08090183
595668336.7,30.4082944,30.4082944,32.0310361
595728335.5,32.00077029,32.00077029,30.36757633
595788334.3,32.06066104,32.06066104,32.41474124
595848333,31.47119876,31.47119876,31.54044315
595908331.8,32.10858127,32.10858127,31.58465549
595968330.5,32.37229129,32.37229129,31.8287656
596028329.3,30.2332532,30.2332532,31.0041196
596088328.1,30.72953006,30.72953006,33.28906986
596148326.8,31.85556766,31.85556766,32.346832
596208325.6,31.77696201,31.77696201,31.40851566
596268324.4,30.41401645,30.41401645,31.80288669
596328323.1,31.0108945,31.0108945,30.93903323
596388321.9,30.1091611,30.1091611,30.88787051
596448320.7,32.10667392,32.10667392,31.78395053
596508319.4,32.23973056,32.23973056,31.3081586
596568318.2,31.95730563,31.95730563,31.8135831
596628316.9,31.96101352,31.96101352,31.64482852
596688315.7,31.83536502,31.83536502,30.90770694
596748314.5,31.3033826,31.3033826,31.26811191
596808313.2,32.6175687,32.6175687,31.24568912
596868312,32.88127872,32.88127872,30.66406223
596928310.8,31.55100223,31.55100223,30.56455203
596988309.5,31.27901431,31.27901431,30.68453189
597048308.3,31.29579135,31.29579135,30.5615079
597108307,31.31648227,31.31648227,31.31256839
597168305.8,31.31235477,31.31235477,31.60763522
597228304.6,30.25383731,30.25383731,31.71586581
597288303.3,31.55103275,31.55103275,32.1624982
597348302.1,31.52860233,31.52860233,32.98279544
597408300.9,30.12384769,30.12384769,32.17774936
597468299.6,30.20202609,30.20202609,31.06827518
597528298.4,30.87992069,30.87992069,31.02886935
597588297.1,31.80344363,31.80344363,31.24293491
597648295.9,31.61639377,31.61639377,30.10209628
597708294.7,31.93366977,31.93366977,30.72380039
597768293.4,31.15475436,31.15475436,31.49707004
597828292.2,31.35836002,31.35836002,31.08921024
597888291,31.35162326,31.35162326,31.68348666
597948289.7,30.90587589,30.90587589,31.62055942
598008288.5,29.97930881,29.97930881,32.55191776
598068287.3,31.16022464,31.16022464,32.55431339
598128286,31.27629825,31.27629825,31.1743848
598188284.8,31.70071384,31.70071384,31.20422336
598248283.5,31.2484357,31.2484357,31.10210391
598308282.3,31.71335574,31.71335574,32.02300998
598368281.1,31.34469577,31.34469577,31.1839902
598428279.8,31.44377872,31.44377872,31.22296878
598488278.6,31.3703992,31.3703992,30.54857608
598548277.4,31.76084873,31.76084873,30.99782535
598608276.1,30.9074628,30.9074628,30.57298251
598668274.9,30.98041507,30.98041507,31.17247745
598728273.6,31.82684299,31.82684299,31.41397067
598788272.4,30.55405399,30.55405399,30.76571628
598848271.2,30.47675296,30.47675296,30.93143436
598908269.9,31.14810916,31.14810916,30.82277652
598968268.7,30.9989545,30.9989545,30.83432742
599028267.5,31.44165775,31.44165775,31.06928989
599088266.2,31.06385013,31.06385013,31.09129306
599148265,31.945564,31.945564,31.46083041
599208263.7,31.22805759,31.22805759,32.35299655
599268262.5,31.09065982,31.09065982,32.56967899
599328261.3,31.44975253,31.44975253,33.87993594
599388260,31.43777438,31.43777438,33.41589328
599448258.8,30.69935581,30.69935581,30.12969943
599508257.6,30.62075015,30.62075015,30.17913791
599568256.3,31.05170413,31.05170413,31.50900241
599628255.1,31.86417362,31.86417362,31.50748416
599688253.9,31.48506137,31.48506137,31.96064731
599748252.6,31.6533887,31.6533887,30.99880191
599808251.4,30.76080295,30.76080295,30.71768161
599868250.1,30.19485446,30.19485446,32.22653934
599928248.9,30.86098453,30.86098453,32.19497653
599988247.7,31.53626224,31.53626224,31.41474887
600048246.4,31.50299808,31.50299808,31.68330356
600108245.2,30.89606448,30.89606448,31.82371494
600168244,31.1449277,31.1449277,32.11569186
600228242.7,31.39900943,31.39900943,29.83245059
600288241.5,31.17098209,31.17098209,29.90492984
600348240.2,30.36021396,30.36021396,31.2173154
600408239,30.45229312,30.45229312,31.49623081
600468237.8,30.53783389,30.53783389,31.97895786
600528236.5,31.08066531,31.08066531,30.50708743
600588235.3,31.50983402,31.50983402,30.55474063
600648234.1,30.80490848,30.80490848,30.58279392
600708232.8,31.20402499,31.20402499,32.07549258
600768231.6,30.10974857,30.10974857,32.15972873
600828230.3,31.09941837,31.09941837,33.02789279
600888229.1,32.52417728,32.52417728,31.82909366
600948227.9,32.48821231,32.48821231,31.76176425
601008226.6,31.55724307,31.55724307,30.48456546
601068225.4,32.01907321,32.01907321,31.59052249
601128224.2,32.09938785,32.09938785,31.6577756
601188222.9,31.05868503,31.05868503,31.28210422
601248221.7,30.89075443,30.89075443,31.01226016
601308220.4,30.86131259,30.86131259,30.74633762
601368219.2,32.98769351,32.98769351,30.88153049
601428218,32.00055667,32.00055667,30.2785184
601488216.7,29.61148044,29.61148044,29.91460391
601548215.5,30.65473148,30.65473148,30.16869327
601608214.3,32.98754092,32.98754092,31.78159305
601668213,31.46470615,31.46470615,31.60320255
601728211.8,30.87476321,30.87476321,30.70491
601788210.6,30.9420087,30.9420087,31.09748813
601848209.3,30.87991306,30.87991306,31.01056644
601908208.1,30.29126712,30.29126712,31.40576144
601968206.8,30.42123386,30.42123386,31.63240787
602028205.6,31.41483279,31.41483279,30.25722476
602088204.4,32.21897861,32.21897861,30.18074771
602148203.1,30.52368137,30.52368137,30.10427829
602208201.9,31.16842624,31.16842624,31.5630109
602268200.7,31.77528354,31.77528354,31.82363101
602328199.4,31.94835635,31.94835635,32.29198428
602388198.2,31.00172397,31.00172397,30.18643161
602448196.9,30.31378146,30.31378146,30.93569919
602508195.7,31.67974826,31.67974826,29.97991916
602568194.5,32.11544772,32.11544772,30.07460758
602628193.2,32.20621463,32.20621463,30.18366977
602688192,31.00479862,31.00479862,30.20648929
602748190.8,30.71405002,30.71405002,30.77676364
602808189.5,31.19548007,31.19548007,30.73818179
602868188.3,31.07328006,31.07328006,32.53923007
602928187,30.76946231,30.76946231,32.01853153
602988185.8,30.48263522,30.48263522,31.10063907
603048184.6,30.2140958,30.2140958,31.04506656
603108183.3,31.88056918,31.88056918,30.67592593
603168182.1,30.93262454,30.93262454,30.20356723
603228180.9,30.53604862,30.53604862,32.02290317
603288179.6,31.42511722,31.42511722,31.92945071
603348178.4,30.44843265,30.44843265,30.64441654
603408177.2,32.2259595,32.2259595,29.89898654
603468175.9,32.5780408,32.5780408,30.79720279
603528174.7,32.00115939,32.00115939,30.48424503
603588173.4,30.51882907,30.51882907,31.01531955
603648172.2,30.06738254,30.06738254,31.08126804
603708171,30.59844943,30.59844943,31.04267856
603768169.7,31.33726474,31.33726474,29.94708987
603828168.5,31.04260227,31.04260227,32.01859256
603888167.3,32.21911594,32.21911594,31.18040439
603948166,31.21760532,31.21760532,31.20192691
604008164.8,31.59973117,31.59973117,31.16203281
604068163.5,30.4963071,30.4963071,31.00847598
604128162.3,30.7595441,30.7595441,31.87272617
604188161.1,30.42568179,30.42568179,30.87121555
604248159.8,31.94189426,31.94189426,31.51596042
604308158.6,31.05535861,31.05535861,32.29397556
604368157.4,31.06642123,31.06642123,32.07246372
604428156.1,31.05527469,31.05527469,30.65547153
604488154.9,30.85598727,30.85598727,29.95707675
604548153.6,30.85398837,30.85398837,31.12836429
604608152.4,31.07019016,31.07019016,31.64507266
604668151.2,30.7232587,30.7232587,31.89916202
604728149.9,30.96035739,30.96035739,30.8257825
604788148.7,31.1896207,31.1896207,30.707504
604848147.5,30.31745883,30.31745883,30.83615848
604908146.2,30.59767886,30.59767886,30.84200259
604968145,30.84654208,30.84654208,30.92493411
605028143.7,30.70473453,30.70473453,30.91639682
605088142.5,30.24021121,30.24021121,30.94183322
605148141.3,31.03521701,31.03521701,29.95338413
605208140,30.28978702,30.28978702,31.13121005
605268138.8,30.5569379,30.5569379,30.51643344
605328137.6,31.67596408,31.67596408,29.88729068
605388136.3,31.67658206,31.67658206,31.08209964
605448135.1,30.85798618,30.85798618,30.33536502
605508133.9,30.58944675,30.58944675,30.97618839
605568132.6,31.78817722,31.78817722,29.47296115
605628131.4,31.90637943,31.90637943,29.83287784
605688130.1,30.42927524,30.42927524,30.25289127
605748128.9,30.41682407,30.41682407,31.82398196
605808127.7,30.90086337,30.90086337,30.93483707
605868126.4,32.30602237,32.30602237,30.64931461
605928125.2,31.81407138,31.81407138,31.35938998
605988124,29.54389163,29.54389163,30.51858493
606048122.7,31.0365903,31.0365903,31.50956699
606108121.5,31.66043826,31.66043826,31.45138522
606168120.2,30.79219028,30.79219028,31.06395694
606228119,30.77843448,30.77843448,30.88034793
606288117.8,31.01553317,31.01553317,31.73805972
606348116.5,31.82099124,31.82099124,31.66289493
606408115.3,31.61385318,31.61385318,31.07947513
606468114.1,32.3840253,32.3840253,31.66281101
606528112.8,32.79228946,32.79228946,30.54109927
606588111.6,31.75419589,31.75419589,30.39407321
606648110.3,32.14677402,32.14677402,31.07932254
606708109.1,32.26106235,32.26106235,31.09169742
606768107.9,34.09869357,34.09869357,30.41159793
606828106.6,34.7186124,34.7186124,31.02629062
606888105.4,32.00159427,32.00159427,30.88056918
606948104.2,31.90552493,31.90552493,30.88118716
607008102.9,31.64613315,31.64613315,30.83345767
607068101.7,31.52654239,31.52654239,31.20904514
607128100.5,30.74322482,30.74322482,30.6151807
607188099.2,30.74383518,30.74383518,31.83742496
607248098,29.66523715,29.66523715,31.70215579
607308096.7,30.89140292,30.89140292,31.53292056
607368095.5,30.84629031,30.84629031,31.76479312
607428094.3,31.00760623,31.00760623,30.61825534
607488093,31.53737613,31.53737613,30.24388858
607548091.8,30.76190158,30.76190158,30.37646457
607608090.6,31.25901004,31.25901004,30.41105624
607668089.3,31.25831577,31.25831577,30.31498691
607728088.1,30.47368594,30.47368594,31.0119855
607788086.8,30.84013339,30.84013339,31.11973544
607848085.6,31.23271915,31.23271915,30.97924777
607908084.4,31.60700198,31.60700198,31.02951022
607968083.1,31.05625125,31.05625125,30.72046634
608028081.9,30.87133762,30.87133762,31.27636691
608088080.7,30.66290256,30.66290256,30.89286014
608148079.4,31.59770938,31.59770938,30.12914249
608208078.2,31.05871555,31.05871555,30.83267947
608268076.9,30.71832248,30.71832248,31.05149051
608328075.7,30.83390781,30.83390781,30.73853275
608388074.5,30.92728397,30.92728397,30.39028903
608448073.2,30.59603091,30.59603091,29.7624509
608508072,30.87886783,30.87886783,30.39151737
608568070.8,31.25576755,31.25576755,31.3968732
608628069.5,31.73588535,31.73588535,31.28120395
608688068.3,30.46261569,30.46261569,31.42292758
608748067.1,30.44624301,30.44624301,31.13479587
608808065.8,30.65982791,30.65982791,32.24336978
608868064.6,30.78456088,30.78456088,31.45352145
608928063.3,30.12798282,30.12798282,31.45544406
608988062.1,30.33242008,30.33242008,31.00529453
609048060.9,30.28468295,30.28468295,31.07122775
609108059.6,30.88500949,30.88500949,31.93547794
609168058.4,33.42948123,33.42948123,31.04502078
609228057.2,33.72145816,33.72145816,30.4916608
609288055.9,31.74787112,31.74787112,30.96916934
609348054.7,33.01192447,33.01192447,30.78816959
609408053.4,33.00992557,33.00992557,31.77523776
609468052.2,31.35514041,31.35514041,31.32116672
609528051,30.38759586,30.38759586,30.7286069
609588049.7,30.16609927,30.16609927,30.26670047
609648048.5,30.48943301,30.48943301,32.13046237
609708047.3,31.15900394,31.15900394,32.3610303
609768046,30.74674197,30.74674197,30.51287051
609828044.8,30.50825473,30.50825473,30.41810581
609888043.5,29.98494693,29.98494693,30.60556003
609948042.3,30.8073804,30.8073804,30.8805463
610008041.1,30.98176547,30.98176547,30.76357242
610068039.8,30.02075931,30.02075931,30.67272922
610128038.6,30.77133914,30.77133914,30.75696536
610188037.4,31.01366397,31.01366397,30.12390109
610248036.1,30.79739352,30.79739352,30.63668796
610308034.9,31.18866702,31.18866702,30.56152316
610368033.6,31.17752048,31.17752048,30.40795871
610428032.4,31.42375919,31.42375919,31.11541721
610488031.2,31.07683536,31.07683536,31.22447177
610548029.9,31.18588992,31.18588992,31.38709995
610608028.7,30.51755496,30.51755496,30.9317319
610668027.5,31.27465793,31.27465793,30.35745975
610728026.2,30.90552493,30.90552493,30.6350629
610788025,30.95709201,30.95709201,30.7480466
610848023.8,31.22685977,31.22685977,31.47640964
610908022.5,31.55672427,31.55672427,31.03540775
610968021.3,31.46065494,31.46065494,30.42456027
611028020,30.94256564,30.94256564,30.57542392
611088018.8,31.52458926,31.52458926,31.00458499
611148017.6,31.80873081,31.80873081,32.36531802
611208016.3,30.26369449,30.26369449,32.09156009
611268015.1,31.82694217,31.82694217,31.50160953
611328013.9,31.55710574,31.55710574,30.91036197
611388012.6,31.56033298,31.56033298,31.28856632
611448011.4,30.72866794,30.72866794,30.05056735
611508010.1,31.29763767,31.29763767,29.82776614
611568008.9,31.42498752,31.42498752,31.64971896
611628007.7,29.70095035,29.70095035,30.96961948
611688006.4,31.7280347,31.7280347,30.82389804
611748005.2,32.18331882,32.18331882,31.89588138
611808004,30.63697788,30.63697788,31.37126132
611868002.7,30.42854282,30.42854282,29.72300693
611928001.5,31.61158725,31.61158725,30.90605136
611988000.2,32.06688663,32.06688663,31.16144534
612047999,30.95170566,30.95170566,31.88458225
612107997.8,31.41091892,31.41091892,31.7845914
612167996.5,31.11233493,31.11233493,30.6027753
612227995.3,30.35122653,30.35122653,31.03847476
612287994.1,31.78251621,31.78251621,31.45980045
612347992.8,31.76353427,31.76353427,31.01749393
612407991.6,30.89006015,30.89006015,31.02724429
612467990.4,31.74907657,31.74907657,32.13059207
612527989.1,31.36817905,31.36817905,30.53067752
612587987.9,31.20809146,31.20809146,29.82314273
612647986.6,31.52619907,31.52619907,30.26145145
612707985.4,31.47586032,31.47586032,30.02950259
612767984.2,30.55012485,30.55012485,30.97083255
612827982.9,30.90743228,30.90743228,31.15175601
612887981.7,30.55527469,30.55527469,31.32614108
612947980.5,30.55981418,30.55981418,31.15951511
613007979.2,31.84738132,31.84738132,30.89620944
613067978,31.38809177,31.38809177,30.82757541
613127976.7,30.24285098,30.24285098,30.79160281
613187975.5,30.65502902,30.65502902,30.02657291
613247974.3,31.2383649,31.2383649,30.43744632
613307973,31.26903507,31.26903507,31.15144321
613367971.8,31.52834293,31.52834293,30.64380618
613427970.6,30.42492648,30.42492648,30.3609006
613487969.3,30.07276889,30.07276889,30.66202518
613547968.1,30.3569028,30.3569028,31.06636783
613607966.8,32.04689761,32.04689761,31.81955692
613667965.6,31.85675021,31.85675021,30.71351596
613727964.4,31.3255994,31.3255994,30.70368167
613787963.1,30.35021182,30.35021182,30.36196872
613847961.9,30.08428928,30.08428928,29.67011234
613907960.7,29.54006931,29.54006931,30.63496372
613967959.4,31.12292453,31.12292453,29.88954135
614027958.2,30.90011569,30.90011569,30.53297397
614087956.9,30.21740695,30.21740695,31.41812869
614147955.7,30.82426425,30.82426425,31.34688541
614207954.5,31.32790347,31.32790347,31.49775668
614267953.2,31.3272092,31.3272092,31.42259189
614327952,31.25073978,31.25073978,30.58177921
614387950.8,31.4159772,31.4159772,30.85024234
614447949.5,30.4353635,30.4353635,30.46411105
614507948.3,30.53266116,30.53266116,30.21256229
614567947.1,31.04675266,31.04675266,30.72795841
614627945.8,30.7102811,30.7102811,30.56263706
614687944.6,29.6669614,29.6669614,31.8266904
614747943.3,31.35302707,31.35302707,29.18807193
614807942.1,31.30791446,31.30791446,30.09281894
614867940.9,30.57032748,30.57032748,31.5424039
614927939.6,31.89447757,31.89447757,31.45547458
614987938.4,32.18776675,32.18776675,30.22270938
615047937.2,30.4990079,30.4990079,31.39530154
615107935.9,30.51136752,30.51136752,31.39329501
615167934.7,30.63218662,30.63218662,31.53632327
615227933.4,31.77473422,31.77473422,31.53694125
615287932.2,31.95042392,31.95042392,30.49362155
615347931,31.87003299,31.87003299,31.79164096
615407929.7,31.08933231,31.08933231,31.19255039
615467928.5,31.45839664,31.45839664,31.22713443
615527927.3,31.81047031,31.81047031,30.45819064
615587926,31.76143619,31.76143619,31.45962497
615647924.8,31.68366214,31.68366214,31.29430362
615707923.5,31.68427249,31.68427249,31.2949216
615767922.3,30.56516238,30.56516238,31.22235843
615827921.1,30.58798953,30.58798953,30.33843967
615887919.8,30.18880435,30.18880435,30.86820956
615947918.6,30.59313937,30.59313937,32.63920566
616007917.4,30.94391605,30.94391605,30.89818546
616067916.1,31.03598758,31.03598758,30.87789127
616127914.9,30.48131534,30.48131534,30.15859958
616187913.7,30.38394138,30.38394138,30.41529819
616247912.4,29.92595645,29.92595645,31.01170322
616307911.2,32.05233737,32.05233737,30.28587314
